Time,ZONE1:COLD:Des Heat Load [W],ZONE1:HOT:Des Sens Cool Load [W],ZONE1:COLD:Des Heat Mass Flow [kg/s],ZONE1:HOT:Des Cool Mass Flow [kg/s] 
22:45:00,4.341829E+02,0.000000E+00,2.470280E-02,0.000000E+00 
22:48:00,4.377672E+02,0.000000E+00,2.490671E-02,0.000000E+00 
22:51:00,4.415243E+02,0.000000E+00,2.512046E-02,0.000000E+00 
22:54:00,4.454563E+02,0.000000E+00,2.534416E-02,0.000000E+00 
22:57:00,4.495655E+02,0.000000E+00,2.557794E-02,0.000000E+00 
23:00:00,4.538537E+02,0.000000E+00,2.582191E-02,0.000000E+00 
23:03:00,4.578502E+02,0.000000E+00,2.604927E-02,0.000000E+00 
23:06:00,4.615439E+02,0.000000E+00,2.625941E-02,0.000000E+00 
23:09:00,4.649322E+02,0.000000E+00,2.645217E-02,0.000000E+00 
23:12:00,4.680101E+02,0.000000E+00,2.662728E-02,0.000000E+00 
23:15:00,4.707727E+02,0.000000E+00,2.678445E-02,0.000000E+00 
23:18:00,4.732154E+02,0.000000E+00,2.692342E-02,0.000000E+00 
23:21:00,4.753313E+02,0.000000E+00,2.704379E-02,0.000000E+00 
23:24:00,4.771216E+02,0.000000E+00,2.714564E-02,0.000000E+00 
23:27:00,4.785762E+02,0.000000E+00,2.722839E-02,0.000000E+00 
23:30:00,4.795771E+02,0.000000E+00,2.728534E-02,0.000000E+00 
23:33:00,4.802418E+02,0.000000E+00,2.732315E-02,0.000000E+00 
23:36:00,4.805601E+02,0.000000E+00,2.734126E-02,0.000000E+00 
23:39:00,4.805358E+02,0.000000E+00,2.733988E-02,0.000000E+00 
23:42:00,4.801606E+02,0.000000E+00,2.731853E-02,0.000000E+00 
23:45:00,4.794392E+02,0.000000E+00,2.727749E-02,0.000000E+00 
23:48:00,4.783670E+02,0.000000E+00,2.721649E-02,0.000000E+00 
23:51:00,4.769418E+02,0.000000E+00,2.713541E-02,0.000000E+00 
23:54:00,4.751623E+02,0.000000E+00,2.703416E-02,0.000000E+00 
23:57:00,4.730268E+02,0.000000E+00,2.691267E-02,0.000000E+00 
24:00:00,4.705340E+02,0.000000E+00,2.677085E-02,0.000000E+00 
Peak,1.578456E+03,5.209779E+02,1.052417E-01,4.260011E-02 

Peak Vol Flow (m3/s),,,8.803284E-02,3.563424E-02 
